title,contents,published_date,people,organizations,url
Jinisha Bhatt: The Human Cost of Financial Crime - ACAMS Today,"ACAMS Today sat down with Jinisha Bhatt for International Women’s Day 2025. She is an anti-financial crime (AFC) investigator specializing in multi-jurisdictional cryptocurrency fraud, money laundering and human trafficking (HT) investigations. She is passionate about addressing the human cost of financial crime, believing that “most crimes against humanity, society and the environment have a pecuniary motive. Fighting these crimes through a financial lens is how I get to make a small dent in the universe.”

As a compliance consultant for digital asset and fintech organizations in the U.S. and Canada, Bhatt conducts large-scale cryptocurrency fraud investigations, including pig butchering schemes. In addition, she provides expert witness testimony. Previously, she contributed to Kraken Exchange’s compliance function, conducting financial crime investigations to meet regulatory requirements across multiple jurisdictions.

Bhatt also founded the Canada Anti-Human Trafficking Consortium (CAHTC)1 and collaborates with law enforcement (LE) and private-sector entities to enhance HT victim identification and prosecution rates. By leveraging publicly available data, CAHTC delivers actionable intelligence to LE.

In addition to investigations, Bhatt is a frequent moderator, panelist and speaker, educating audiences on cryptocurrency compliance, anti-money laundering regulations and financial crime.

Committed to integrity, Bhatt ensures her personal actions align with her professional principles. She actively avoids goods and services linked to modern slavery, wildlife trafficking or environmental harm and supports the United Nations Sustainable Development Goals, particularly Target 8.7: eradicating forced labor and modern slavery.

ACAMS Today (AT): What inspired you to focus your career on combating financial crimes, particularly at the intersection of money laundering, cryptocurrency fraud and HT?

Jinisha Bhatt (JB): Early on in my career, I worked at financial institutions (FIs) that were exposed to criminal elements. Even though these Fis where centered in financial crime detection, they did not actually lead to significant positive change in this collective fight.

As a result, a paradigm shift led me to see the untapped potential of data-gathering and intel-sharing. My primary motivation to transition into crypto investigations was traceability and speed of transactions. Before I made the transition, I invested in a blockchain forensics designation and found myself beguiled by the infrastructure and the shared ethos of the crypto compliance community at large. While many financial crime typologies are similar in traditional and decentralized finance, as an investigator, I had more transactional data at my disposal in the crypto space by virtue of distributed ledgers and block explorers. I also found myself conducting faster and proactive investigations while collaborating with compliant crypto platforms.

AT: This year’s International Women’s Day theme is “#AccelerateAction.” How does this resonate with your work in financial crime prevention, and what actions do you believe are most urgent?

JB: First, let us please acknowledge that raising awareness alone is not mobilizing change and eliciting true cooperation. Grappling with this idea provided the impetus for my work and nonprofit endeavors. I believe we must leverage data to illuminate the magnitude and nature of the epidemic that is financial crime.

We must appreciate what data can teach us about systemic failures in the financial sector. The AFC industry must confront the fact that we have not been able to markedly curb the amount of proceeds being laundered even though we are producing a record number of suspicious activity reports each year and building sophisticated tools to detect suspicious activity. As per the United Nations Office on Drugs and Crime, less than 1% of proceeds of crime are seized,2 while criminals are rarely prosecuted, and victims are rarely compensated.

This is a clarion call for a fundamental shift in our approach. We need to urgently focus on collaboration, timely data-sharing and collectively fixate on prosecuting criminals who go scot-free.

First, we must humanize victims of financial crime. Financial crimes often disproportionately impact women and marginalized groups, exacerbating existing inequalities. Urgent action is needed to develop and implement persona-specific detection methodologies that address the unique risk factors and realities intersectional groups face in their daily lives.

Then, we should focus on asset recovery and victim restitution. While we have been focused on detecting and preventing crime, we need to invest in empowering victims and creating meaningful financial inclusion. It is believed that an average survivor of human trafficking is revictimized between five to 13 times before they are emancipated. The national recidivism rate for women with prostitution-related offenses in the U.S. is about 80%.3 As a result, victims of sex trafficking and financial coercion are financially excluded by institutions, making them vulnerable to financial crimes such as forced criminality and fraud.

Finally, we need to strengthen legal frameworks. Accelerating the implementation and enforcement of laws that protect vulnerable groups from financial exploitation and ensure equal protection under the law is required.

AT: Can you share a specific success story from your work with CAHTC that reflects the importance of accelerating action in combating HT?

JB: During Super Bowl LVII in 2023, a group of volunteers (who would later join CAHTC) and I led the open-source intelligence (OSINT) investigations team to support a nonprofit victim extraction mission. We scraped thousands of escort ads to analyze the most egregious ones and potentially identify victims who may want to be extracted.

Our partner’s outreach team left voicemails and text messages to one of the phone numbers we had scraped. After leaving voicemails and text messages to a phone number in our dataset, our partners received a call back from a single mother. She had researched our nonprofit partner’s background and had decided to ask for help.

The woman was an interesectionally vulnerable victim of a brutally abusive guerilla pimp4 who had been forcing her to inject hard drugs. Her activities were constantly monitored by a heavily organized drug, weapons and sex trafficking network. Her trafficker regularly threatened to use force against her children if she did not comply with his demands to make a few thousand dollars every day. Her phone was also being monitored.

After a particularly violent beating, she had decided to take a screenshot of a text message she received from our partner and shared it with a friend via Snapchat. This allowed her the opportunity to delete any messages exchanged between us. Once safe, she retrieved our partner’s toll-free number from her friend and called to request an immediate pickup. She asked our partners to bring baby clothes, food and diapers on their way. Within hours, our partners were able to pick her up along with her two children and bring them to a safe house.

When I think about this family, I cannot help but ruminate over the opportunities we have to identify and protect victims by galvanizing society into accelerated action.

AT: How do financial crimes like HT disproportionately impact women and girls, and what can AFC professionals do to address this disparity?

JB: Women and girls account for 71% of all trafficked victims detected globally, with young girls representing almost three-quarters of identified child trafficking victims5. Females represent 96% of victims trafficked for sexual exploitation, which is the most predominant form of global trafficking currently detected, accounting for 54% of all forms of trafficking.4

Women and girls are also more vulnerable to exploitation during conflicts, post-conflict settings, and humanitarian crises due to the absence of the rule of law.

To address this disparity, AFC professionals can take several actions:

Enhance intersectional-specific detection methodologies: Develop and implement programs that address the unique risk factors and realities of intersectionality-vulnerable groups in their daily lives, including experiences of victimization and practical difficulties.

Appreciate the nuances of forced criminality: Women and particularly victims of HT are often forced to commit financial crime while compromising their own credit history. FIs could engage with survivors to ensure victims are not unintentionally excluded from the financial system.

Cross-train: AFC professionals could enhance their understanding of gender-specific financial crime by adopting a holistic mindset and investigating epistemologies not commonly used in a conventional AFC career. For instance, many volunteers at CAHTC.org constantly learn about new HT and fraud typologies by engaging in OSINT investigations.

Adopt a cross-sectoral framework: While we systemically struggle to enhance interagency cooperation and regulatory alignment, as individuals we could build pathways to engage with as many stakeholders as we can to actively fight against financial crime.

AT: What message would you like to share with women in the AFC community on International Women’s Day, and how can they contribute to accelerating action in their respective roles?

JB: There are several ways women in the AFC space can make a difference.

They can create opportunities for survivors. Women in the AFC community are best equipped to close the divide between virtue signaling and meaningful action by demanding and leading change. When they find themselves in leadership positions, they could use their privilege to architect programs to create more opportunities for survivors and advocate for products that enhance financial inclusion across the board.

This can spark a bottom-up movement. If they happen to be in the second line of defense, they must not wait for the tone from the top to change. Change can be created through a bottom-up approach if a group of committed human beings align their actions with the corporate values they espouse and demand clear action from the top.

They can evaluate corporate values. When choosing a job, women could look more closely at their prospective employers’ environmental social governance commitments and evaluate claims of tangible impact. I want to highlight the difference between virtue signaling and tangible change. Many FIs appear to be optical allies of survivors without making a marginal investment in the growth and inclusion of survivors in the financial system.

They can acknowledge their role. We should acknowledge that we too are complicit in perpetuating modern slavery when we opt to patronize exploitative businesses and practices. The majority of the goods we consume are slave-tainted.6 It is up to us to learn the origin of the products we consume, take a clear stance against labor and sexual exploitation, and vote with our dollars. This generation of financial crime fighters has the burden and the opportunity to end the cycle of exploitation.

They can take a stance against willful blindness. Any exposure to HT entities should be immediately demarketed. Recent history has illustrated that well-known human traffickers have enjoyed many privileges at storied institutions with entrenched impunity. Women must unite and resist willful ignorance at any cost.

AT: In addition to CAHTC, is there another nonprofit you support to benefit your community?

JB: I support several survivor leaders on their journey to economic and social mobilization. I support Amnesty International’s efforts to defend human rights across the world.

I contribute to a Canadian youth-led organization called One Child7 that empowers youth to take action against sexual exploitation.

I also contribute to a Wyoming-based nonprofit called Uprising8 in their efforts to curate actionable educational events for the greater anti-trafficking community.

Interviewed by: Karla Monterrosa-Yancey, CAMS, editor-in-chief, ACAMS, editor@acams.org

Ben Bahner, CAMS, editor, ACAMS, bbahner@acams.org",2025-03-08T08:00:00,"['Jinisha Bhatt', 'Fis', 'Karla Monterrosa-Yancey', 'Ben Bahner', 'Bhatt']","['CAMS', 'CAHTC.org', 'International Women’s Day', 'the United Nations Sustainable Development Goals', 'OSINT', 'the United Nations Office on Drugs and Crime', 'Amnesty International’s', 'the Canada Anti-Human Trafficking Consortium', 'Kraken Exchange’s', 'AFC', 'Target', 'JB', 'ACAMS']",https://www.acamstoday.org/jinisha-bhatt-the-human-cost-of-financial-crime/
Dissecting the environmental financial crime nexus: A spotlight on the illegal wildlife trade - wwf.org.uk,"Dissecting the environmental financial crime nexus: A spotlight on the illegal wildlife trade

This report contributes to the Environmental Crimes Financial Toolkit being developed by WWF and Themis, as part of the Climate Solutions Partnership, a collaboration between HSBC, the World Resources Institute, and WWF.

The Environmental Crimes Financial Toolkit (ECFT) is an online platform that assists financial institutions in monitoring risks related to deforestation and land conversion – and, more broadly, environmental crimes – that could be linked to financial operations. By highlighting red flags and risks associated with various types of environmental and financial crimes, the Toolkit helps financial institutions (FIs) strengthen their screening processes when reviewing existing clients, onboarding new ones, and assessing sectoral risks.

This report focuses on the intersectionality between Illegal Wildlife Trade (IWT) and financial crimes, which undermines global sustainability and conservation efforts. It dissects the complexity of the IWT and financial crime nexus by analysing evidence, perceptions, and risks for Financial Institutions (FI). Led by WWF and Themis, this work benefits from a series of real-world case studies from guest contributors, with global experts and organisations working at the frontline sharing unique insights and potential solutions.

Download Report",2025-03-16T09:05:54,[],"['Illegal Wildlife Trade', 'Financial Institutions (FI', 'HSBC', 'The Environmental Crimes Financial Toolkit', 'ECFT', 'Toolkit', 'the Environmental Crimes Financial Toolkit', 'the World Resources Institute', 'the Climate Solutions Partnership', 'WWF']",https://www.wwf.org.uk/our-reports/dissecting-environmental-financial-crime-nexus-spotlight-illegal-wildlife-trade
The AI-powered financial crime wave: How to protect your business? | bl.Podcast - BusinessLine,"Financial crime is evolving—and fast. From AI-powered fraud to crypto laundering, the risks are skyrocketing while compliance struggles to keep pace. With 71% of experts expecting financial crime risks to rise in 2025, the question isn’t if we’re prepared—it’s how badly we’re falling behind.

Join businessline’s Anupama Ghosh as she explores the widening gap between the sophisticated tactics of criminals and the preparedness of businesses. With insights from Tarun Bhatia, Managing Director and Co-head of APAC at Kroll, we dissect the challenges organizations face in implementing effective compliance measures.

We’ll uncover the dual nature of AI as both a weapon and a shield in the fight against financial crime, the complexities of navigating geopolitical uncertainties, and the urgent need for stronger regulatory frameworks. Discover what businesses, regulators, and individuals must do to stay ahead of this ever-evolving threat and bridge the compliance gap.

Published on April 4, 2025",2025-04-04T00:09:43,['Tarun Bhatia'],['APAC'],https://www.thehindubusinessline.com/multimedia/audio/the-ai-powered-financial-crime-wave-how-to-protect-your-business/article69408987.ece
Isle of Man: Boost for fight against financial crime from overseas - BBC,"Boost for island's fight against financial crime

12 March 2025 Share Save Ashlea Tracey BBC News, Isle of Man Share Save

BBC New gaming licence applications on the island will be subject to ""heightened scrutiny""

The Manx government is set to bolster its defences against ""evolving"" threats to the island's financial and online gambling industries by international criminals. A spokeswoman said online gaming and gambling platforms were at the centre of an ""increasingly complex and sophisticated criminal landscape in east and south-east Asia"". Some of the Gambling Supervision Commission's (GSC) processes are set to be strengthened and new gaming licence applications will be subject to more scrutiny. Deputy Chief Minister Jane Poole-Wilson said the government would ""not hesitate to act to disrupt and prosecute"" anyone using the island for criminal activity.

She said ""illicit actions by transnational organised criminals to exploit the island's business environment and immigration security"" were taken ""extremely seriously"" by the government and Manx authorities. In a statement, a spokeswoman said the risks presented by overseas criminal networks were now affecting jurisdictions worldwide and ""increasing vigilance"" was needed when conducting business linked to the region. As an international financial centre with links to the UK, the Isle of Man is ""attractive for exploitation"" by organised crime groups, she said.

'Updated legislation'",2025-03-11T07:00:00,"['Jane Poole-Wilson', 'Manx']","['Tracey BBC News', 'BBC', ""the Gambling Supervision Commission's"", 'GSC']",https://www.bbc.com/news/articles/c93nde20wg3o
"NEWS: ISIS using crypto to launder $25k per month, says US - AML Intelligence","By PAUL O’DONOGHUE, Senior Correspondent

A faction of ISIS launders up to $25,000 a month through cryptocurrencies, according to the U.S. Treasury’s Financial Crimes Enforcement Network (FinCEN).

In a notice issued yesterday, FinCEN warned banks that ISIS is turning to digital assets such as crypto to finance its operations. “ISIS and its affiliates have increasingly adopted digital assets, including virtual currency, as a means of storing and moving funds,” the agency said.",2025-04-02T16:41:45,['FinCEN'],"['ISIS', 'Financial Crimes Enforcement Network', 'PAUL O’DONOGHUE', 'the U.S. Treasury’s']",https://www.amlintelligence.com/2025/04/news-isis-using-crypto-to-launder-25k-per-month-says-us/
Recording: Women in Anti-Financial Crime: Inspiring the Next Generation - Royal United Services Institute,"In February 2023, the FATF launched the ‘Women in FATF and the Global Network’ initiative, marking a significant step in advancing and promoting gender equality within the anti-money laundering and countering terrorist and proliferation financing community. The initiative recognises that we need to harness our collective talents, skills, resources and knowledge to protect the integrity of the global financial system.

Building on this momentum, this event focused on how women’s leadership in financial crime prevention can inspire the next generation of leaders, drive progress, and foster effective approaches to the evolving challenges of financial crime.

Speakers

The event will feature a one-on-one conversation between President de Anda Madrazo and Tom Keatinge, Director of the Centre for Finance and Security at RUSI, followed by a panel, joined by:",2025-03-12T07:00:00,['Tom Keatinge'],"['the Centre for Finance', 'FATF', 'the Global Network']",https://www.rusi.org/research-event-recordings/recording-women-anti-financial-crime-inspiring-next-generation-leaders
NEWS: FinCEN gives bank 11 ‘red flags’ for ISIS funding activities - AML Intelligence,"By PAUL O’DONOGHUE, Senior Correspondent

THE U.S. Financial Crimes Enforcement Network (FinCEN) has issued an alert on financial activities linked to ISIS.

The advisory explains how the terrorist group and its affiliates “fund themselves and receive financial support from sympathizers internationally.”",2025-04-02T08:45:25,[],"['ISIS', 'PAUL O’DONOGHUE', 'THE U.S. Financial Crimes Enforcement Network']",https://www.amlintelligence.com/2025/04/news-fincen-gives-bank-11-red-flags-for-isis-funding-activities/
Women in Anti-Financial Crime—A Global Phenomenon - ACAMS Today,"There are many courageous women throughout the world striving to ensure justice, equality and the protection of human rights as they fight against financial crime. The following is a snapshot demonstrating exceptional courage and dedication by professional women—not only in their respective countries but beyond. Their activities show the importance of the continuous fight against crime.

Daria Kaleniuk

Daria Kaleniuk is a Ukrainian civil society activist who has played a key role in advocating for anti-corruption reforms in Ukraine, including the establishment of the National Anti-Corruption Bureau and the implementation of electronic asset declarations for public officials. Since Russia’s invasion of Ukraine, she has shifted her focus from anti-corruption to the importance for democracies to fend off autocratic assaults and attacks from oligarchs and companies who profit from funneling funds into the war.1

Khadija Ismayilova

Khadija Ismayilova is an Azerbaijani investigative journalist known for her courageous reporting on corruption within Azerbaijan’s ruling elite. Working with the Organized Crime and Corruption Reporting Project, she has exposed significant financial crimes, including embezzlement and money laundering within the regime of President Ilham Aliyev of Azerbaijan. Ismayilova also worked with Swedish Television to uncover the close ties between the ruling elite and the Swedish telecom company TeliaSonera. Ismayilova was detained in Baku in 2014 for 18 months on what are widely believed to be politically motivated charges. Her arrest has been condemned by Amnesty International, Human Rights Watch and other international organizations.2

Anne Brorhilker

Anne Brorhilker, a German prosecutor is renowned for her extensive investigations into the CumEx tax fraud scandal. Often described as the largest tax heist in German history, the scandal centered on multiple illegal refund claims of withholding taxes on dividend payments, costing European governments (especially Germany) billions of euros in lost tax revenue. Between 2013 and 2023, she led numerous raids and legal actions against individuals and institutions involved in these complex tax evasion schemes. In April 2024, she resigned from her position due to concerns over insufficient resources in the judiciary to effectively combat financial crime. Since then, she has been working for the consumer financial lobby group Finanzwende as managing director.3

Éliane Houlette

Éliane Houlette was a French magistrate before retiring in 2019 after having spent most of her career in the public prosecutor’s office. As the first chief of the Parquet National Financier (PNF), she oversaw major investigations and helped establish the PNF as a central force in holding individuals and institutions accountable for economic and financial misconduct. Her legacy influences the continued work of the PNF and other French legal bodies dedicated to enforcing financial integrity. Between 2014 and 2019, she was the financial public prosecutor in charge of investigating the scandal implicating the former French prime minister, François Fillon, and his wife. Fillon was found guilty of embezzlement of public funds and sentenced to five years in prison, three of which were suspended.4

Ilda Boccassini

Ilda Boccassini, an Italian magistrate renowned for her relentless pursuit of organized crime, worked closely with famed anti-Mafia judges Giovanni Falcone and Paolo Borsellino. She played a pivotal role in prosecuting high-profile cases, including those against former prime minister, Silvio Berlusconi, for corruption and his association with the Mafia.

Her first major case was the Duomo Connection investigation, in which she and Falcone prosecuted Mafia connections in northern Italy.5 She was appointed deputy public prosecutor of the Court of Milan in 2009 where she was involved in the proceedings during the 2011–2013 trial against then-incumbent Prime Minister Berlusconi.6 Boccassini retired in 2019. In 2021, Boccassini published a book about her career, La Stanza Numero 30 (Room Number 30).7

Flor de Maria Vega Zapata

Flor de Maria Vega Zapata is Peru’s national coordinator for environmental prosecutors, leading a team that investigates and prosecutes transnational criminal organizations that are active in illegal mining and illegal logging. Illegal gold mining in Peru has led to the growth of a clan-based criminal ecosystem that undermines the rule of law through corruption, facilitates human trafficking (HT) and destroys natural resources. It is also a main cause of biodiversity loss in the Peruvian Amazon, creating health issues amongst the locals. Zapata succeeded in filing 500 cases against illegal miners in 2016 alone, leading to the first convictions of illegal mining in 2019. Her team investigated and seized $1.6 million dollars in illegal timber, the largest illegal logging shipment in Peru’s history. Her work on the illegal logging case proved to be a watershed moment in Peru’s fight against this crime. She was recognized with the International Women of Courage Award in 2019.8

Alika Kinan

Alika Kinan is a survivor of HT who works on the investigation of the crimes of HT and exploitation. The aim of her work is to improve the processes of the analysis, formulation, development and application of legislation and public policies.9 Among her main achievements is winning the first trial in Argentina where the victim, after being rescued from 16 years of sexual slavery, became a plaintiff to litigate against her traffickers. The U.S. Department of State honored her with the Hero Acting to End Modern Slavery Award in 2017 for her anti-trafficking activism.10

Sunitha Krishnan

Sunitha Krishnan is an Indian social activist and co-founder of Prajwala, a nongovernmental organization that rescues, rehabilitates and reintegrates sex-trafficked victims into society. She is an advisor to several state governments to develop holistic victim services and also plays an important role in the Inter-Ministerial Committee at the national level by drafting comprehensive legislation on HT. She was honored with the fourth-highest civilian honor, the Padmashree, in 2016.11

Conclusion

This article underscores a powerful common thread that connects the work of these diverse women from around the globe, who have taken great risks to protect the rule of law, promote transparency and safeguard human rights. Whether it is taking on corrupt regimes, pursuing high-profile financial criminals, defending environmental resources or advocating for survivors of HT, each of these professionals has demonstrated perseverance and courage in their drive for a better world. Their fight against anti-financial crime (AFC) and human rights violations, which is critically important but often dangerous, can only be done with the support of AFC professionals championing these activities that ultimately protect our societies and democratic values.",2025-03-07T19:20:13,"['Zapata', 'Prajwala', 'Anne Brorhilker', 'Khadija Ismayilova', 'Boccassini', 'Daria Kaleniuk', 'Ilda Boccassini', 'François Fillon', 'Paolo Borsellino', 'Sunitha Krishnan', 'Giovanni Falcone', 'Silvio Berlusconi', 'Ilham Aliyev', 'Éliane Houlette']","['the Court of Milan', 'TeliaSonera', 'Swedish Television', 'Mafia', 'PNF', 'the Organized Crime and Corruption Reporting Project', 'Padmashree', 'Amnesty International, Human Rights Watch', 'the Inter-Ministerial Committee', 'AFC', 'CumEx', 'Finanzwende', 'the Hero Acting to End Modern Slavery Award', 'activism.10', 'the Parquet National Financier', 'The U.S. Department of State', 'the National Anti-Corruption Bureau', 'the International Women of Courage Award', 'Ismayilova']",https://www.acamstoday.org/women-in-anti-financial-crime-a-global-phenomenon/
Unified Action Needed to Address Both Domestic and Cross-Border Fraud Risks Reveals Nasdaq Verafin - The Fintech Times,"As cross-border transactions grow in Europe, the cloud-based financial crime management technology solutions provider, Nasdaq Verafin has revealed that these payment channels are opening up more passageways for fraud to take place, as $194.9billion was moved across borders in 2023; more than a quarter of the total fraud figure in 2023 ($750billion).

In its new report, Financial Crime Insights: Europe, Nasdaq Verafin takes a deep dive into the scale of financial crime across Europe, both within and across borders. The report provides new analysis of the data from the 2024 Global Financial Crime Report, and industry insights from a survey of anti-financial crime professionals from across Europe, including the EU, UK, Nordic region and more. It found that fraud poses a substantial threat to Europe’s financial industry, with an estimated $103.6billion in losses resulting from various scams and bank fraud scenarios.

Financial crime in Europe is staggering in scale and inextricably linked to a global crisis that undermines financial systems, economies and communities around the world. The nefarious activities that underpin illicit flows, such as elder abuse, fraud scams, human trafficking, drug trafficking, and terrorist financing, have serious economic and societal impacts across Europe and beyond.

Stregnthening economies to combat fraud

Financial Crime Insights: Europe provides authoritative research findings and industry perspectives that define notable trends and priorities within the financial sector across the UK, EU, and Nordics. Additionally, it underscores opportunities for stakeholders within the European financial industry to align their priorities for financial crime prevention, collaborate across sectors and borders, and expedite innovation through advanced technology.

Innovative solutions and data-driven strategies will be crucial for enhancing anti-money laundering and fraud prevention efforts, ultimately ensuring a more secure financial ecosystem in Europe.

“The time is now for industry stakeholders to work together to build on the positive momentum across Europe to deliver on a step change in the fight against financial crime. Criminals are not bound by banks, borders or regulations – so by aligning on shared goals, we can strengthen economies across the region and safeguard the wider financial system from harm,” said Stephanie Champion, executive vice president and head of Nasdaq Verafin.

“This report highlights the need for unified action to address both domestic and cross-border risks, fostering a safer financial system for all.”

Fighting crimes

Nasdaq Verafin has been a partner to the financial industry for decades and provides cloud-based financial crime management solutions that support banks in preventing fraud and uncovering money laundering.

Today, more than 2,600 financial institutions representing $10trillion in assets use Nasdaq Verafin to fight crimes such as scams, elder financial exploitation, human trafficking, and terrorist financing. Nasdaq Verafin’s unique consortium data approach delivers insights into counterparty risk to reduce false positives and significantly improve payments fraud detection.

Its AI-driven solutions help banks automate compliance processes for efficiency and delivers highly targeted AML analytics for specific financial crime typologies and ultimately improves the effectiveness of anti-financial crime efforts.",2025-03-31T12:30:09,"['Nasdaq Verafin’s', 'Stephanie Champion', 'Nasdaq Verafin']","['Global Financial Crime Report', 'Nasdaq Verafin', 'Nordics', 'Financial Crime Insights: Europe', 'EU', 'AML']",https://thefintechtimes.com/unified-action-needed-to-address-both-domestic-and-cross-border-fraud-risks-reveals-nasdaq-verafin/
Google and Meta Join UK Banks in Data-Sharing Drive Before ‘Failure To Prevent Fraud’ Becomes a Crime - CCN.com,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxQLVV4VmNMMFBNSF9zc2k2dlJreE53SlhNc0pGTnlEU012V01yOHhsYUtUeDU3XzVrS0JsdjJDXzI4TXBYajBRRk44dm9id2NROW1wN3NKd05nS2NYZGE0bUt2UVFuSmJiMnpicFRGcHlHUk1UTjZBcnFKaGxvMy1WWHk4Y2U0UlB0V0k1eldaTzF0WDdOa2hqb1Q0aTdlVjUtVFE?oc=5"" target=""_blank"">Google and Meta Join UK Banks in Data-Sharing Drive Before ‘Failure To Prevent Fraud’ Becomes a Crime</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CCN.com</font>",2025-04-01T15:03:01,[],['Meta Join UK Banks'],https://www.ccn.com/news/technology/google-meta-join-uk-banks-data-sharing-failure-to-prevent-fraud/
Financial crime expert urges Brits to stay alert – HMRC scams surge as new tax year begins - London Daily News,"With the new tax year kicking off on Sunday 6th April, fraudsters are ramping up their efforts to catch people off guard, targeting unsuspecting Brits expecting tax rebates or filing self-assessment returns.

According to findings from Ocean Finance, one in three people (38%) have either been scammed or know someone who has. Meanwhile, one in five Brits (20%) worry about fraudsters posing as trusted organisations like banks, energy firms, or government departments. The risk is growing – 20% of Brits admit they’d click on a suspicious link, making them easy targets for phishing scams.

In the past year alone, 337,352 reports of cybercrime and fraud were made in the UK, with £2bn lost to scammers.

Siobhan Blagbrough, Financial Crime Manager at Ocean Finance, warns:

“Scammers know people are expecting tax-related messages at this time of year, making it easier for them to strike. Self-employed workers and people expecting tax rebates are prime targets. Let’s be clear – HMRC will never call, text, or email you out of the blue demanding payment. If you get a call threatening arrest for tax evasion, it’s a scam. If you weren’t expecting a message from HMRC, don’t click, don’t reply, and don’t share personal details. “Fraudsters use aggressive scare tactics, spoofed text messages, and fake websites to pressure people into handing over sensitive information. If a website looks familiar but something feels off, report it using the HMRC phishing scam form. We’re all busy but taking a few seconds to stop and think before you act could save you thousands.”

On what to do if you’ve been scammed, Siobhan Blagbrough adds:

Contact Your Bank or Card Provider: “Report the fraud immediately. Your bank can block further transactions, investigate, and potentially refund your money. The quicker you act, the better.”

Request a Chargeback: “If you paid via debit card, chargeback could help recover your money. This process allows you to dispute an unauthorised transaction and request a refund.”

Report the Scam: “Contact Action Fraud to help authorities track down criminals and prevents future scams.”

Update Your Passwords: “If scammers got hold of your login details, change your passwords immediately. Use strong, unique passwords and enable two-factor authentication. Over half of Brits (53%) use the same password across multiple accounts*, leaving them wide open to hackers.”

Aaron Peake, Personal Finance Expert at credit score service CredAbility, adds:",2025-04-05T12:03:32,"['Aaron Peake', 'Siobhan Blagbrough']","['Financial Crime', 'CredAbility', 'Ocean Finance', 'Contact Your Bank']",https://www.londondaily.news/financial-crime-expert-urges-brits-to-stay-alert-hmrc-scams-surge-as-new-tax-year-begins/
